25-10-2021 10-30-15|Nie zweryfikowano: 233600f1-356a-11ec-a7aa-3fd08b11e2a9 2021-10-25 10:04:44+02:00
02-11-2021 14-31-36|Blad przy pobieraniu maili
02-11-2021 14-32-47|Blad przy pobieraniu maili
02-11-2021 14-33-52|Blad przy pobieraniu maili
02-11-2021 16-04-05|Blad przy pobieraniu maili
02-11-2021 16-34-05|Blad przy pobieraniu maili
02-11-2021 16-35-17|Blad przy pobieraniu maili
02-11-2021 17-06-32|Problem z zalogowaniem
02-11-2021 17-06-35|Blad przy realizacji: 14897 2021-11-02 17:05:03+01:00
02-11-2021 17-08-59|Nie zweryfikowano: 685535b1-34c1-11ec-993e-730c6bcaff42 2021-11-02 17:05:03+01:00
02-11-2021 17-35-23|Blad przy pobieraniu maili
02-11-2021 17-36-34|Blad przy pobieraniu maili
02-11-2021 17-37-44|Blad przy pobieraniu maili
02-11-2021 17-38-55|Blad przy pobieraniu maili
02-11-2021 20-49-08|Blad przy pobieraniu maili
02-11-2021 21-38-34|Blad przy pobieraniu maili
02-11-2021 22-14-41|Blad przy pobieraniu maili
03-11-2021 00-59-59|Nie zweryfikowano: d5647b11-3c38-11ec-a3e3-256180626e0c 2021-11-03 00:59:41+01:00
03-11-2021 01-03-08|Nie zweryfikowano: d5647b11-3c38-11ec-a3e3-256180626e0c 2021-11-03 01:02:55+01:00
03-11-2021 06-30-53|Blad przy pobieraniu maili
03-11-2021 09-06-28|Blad przy pobieraniu maili
03-11-2021 10-34-30|Blad przy pobieraniu maili
03-11-2021 10-35-41|Blad przy pobieraniu maili
03-11-2021 10-36-41|Blad przy pobieraniu maili
03-11-2021 10-37-41|Blad przy pobieraniu maili
03-11-2021 10-38-52|Blad przy pobieraniu maili
03-11-2021 10-39-52|Blad przy pobieraniu maili
03-11-2021 10-41-04|Blad przy pobieraniu maili
03-11-2021 10-42-15|Blad przy pobieraniu maili
03-11-2021 10-45-29|Blad przy pobieraniu maili
03-11-2021 10-47-41|Blad przy pobieraniu maili
03-11-2021 10-49-54|Blad przy pobieraniu maili
03-11-2021 10-51-05|Blad przy pobieraniu maili
03-11-2021 10-52-16|Blad przy pobieraniu maili
03-11-2021 10-53-27|Blad przy pobieraniu maili
03-11-2021 10-54-38|Blad przy pobieraniu maili
03-11-2021 10-55-49|Blad przy pobieraniu maili
03-11-2021 10-57-00|Blad przy pobieraniu maili
03-11-2021 10-58-11|Blad przy pobieraniu maili
03-11-2021 11-03-29|Blad przy pobieraniu maili
03-11-2021 11-04-39|Blad przy pobieraniu maili
03-11-2021 11-05-50|Blad przy pobieraniu maili
03-11-2021 11-07-01|Blad przy pobieraniu maili
03-11-2021 11-08-01|Blad przy pobieraniu maili
03-11-2021 11-09-01|Blad przy pobieraniu maili
03-11-2021 11-10-01|Blad przy pobieraniu maili
03-11-2021 11-15-16|Blad przy pobieraniu maili
03-11-2021 12-14-46|Blad przy pobieraniu maili
03-11-2021 12-15-57|Blad przy pobieraniu maili
03-11-2021 12-16-57|Blad przy pobieraniu maili
03-11-2021 12-17-57|Blad przy pobieraniu maili
03-11-2021 12-19-08|Blad przy pobieraniu maili
03-11-2021 12-20-19|Blad przy pobieraniu maili
03-11-2021 12-21-19|Blad przy pobieraniu maili
03-11-2021 12-23-30|Blad przy pobieraniu maili
03-11-2021 12-31-52|Blad przy pobieraniu maili
03-11-2021 12-33-02|Blad przy pobieraniu maili
03-11-2021 12-34-12|Blad przy pobieraniu maili
03-11-2021 12-35-22|Blad przy pobieraniu maili
03-11-2021 12-36-33|Blad przy pobieraniu maili
03-11-2021 12-37-44|Blad przy pobieraniu maili
03-11-2021 12-38-44|Blad przy pobieraniu maili
03-11-2021 12-39-55|Blad przy pobieraniu maili
03-11-2021 12-41-06|Blad przy pobieraniu maili
03-11-2021 12-42-06|Blad przy pobieraniu maili
03-11-2021 12-43-06|Blad przy pobieraniu maili
03-11-2021 12-44-06|Blad przy pobieraniu maili
03-11-2021 12-45-17|Blad przy pobieraniu maili
03-11-2021 12-46-28|Blad przy pobieraniu maili
03-11-2021 12-47-39|Blad przy pobieraniu maili
03-11-2021 12-48-50|Blad przy pobieraniu maili
03-11-2021 12-49-50|Blad przy pobieraniu maili
03-11-2021 12-50-50|Blad przy pobieraniu maili
03-11-2021 12-52-01|Blad przy pobieraniu maili
03-11-2021 12-53-13|Blad przy pobieraniu maili
03-11-2021 12-54-13|Blad przy pobieraniu maili
03-11-2021 12-55-13|Blad przy pobieraniu maili
03-11-2021 12-56-24|Blad przy pobieraniu maili
03-11-2021 12-57-35|Blad przy pobieraniu maili
03-11-2021 12-58-46|Blad przy pobieraniu maili
03-11-2021 12-59-57|Blad przy pobieraniu maili
03-11-2021 13-00-57|Blad przy pobieraniu maili
03-11-2021 13-01-57|Blad przy pobieraniu maili
03-11-2021 13-03-08|Blad przy pobieraniu maili
03-11-2021 13-04-08|Blad przy pobieraniu maili
03-11-2021 13-05-08|Blad przy pobieraniu maili
03-11-2021 13-06-19|Blad przy pobieraniu maili
03-11-2021 13-07-30|Blad przy pobieraniu maili
03-11-2021 13-08-41|Blad przy pobieraniu maili
03-11-2021 13-09-41|Blad przy pobieraniu maili
03-11-2021 13-10-52|Blad przy pobieraniu maili
03-11-2021 13-12-03|Blad przy pobieraniu maili
03-11-2021 13-13-03|Blad przy pobieraniu maili
03-11-2021 13-14-14|Blad przy pobieraniu maili
03-11-2021 13-15-26|Blad przy pobieraniu maili
03-11-2021 13-16-26|Blad przy pobieraniu maili
03-11-2021 13-17-26|Blad przy pobieraniu maili
03-11-2021 13-18-37|Blad przy pobieraniu maili
03-11-2021 13-19-48|Blad przy pobieraniu maili
03-11-2021 13-20-48|Blad przy pobieraniu maili
03-11-2021 13-21-59|Blad przy pobieraniu maili
03-11-2021 13-23-10|Blad przy pobieraniu maili
03-11-2021 13-24-10|Blad przy pobieraniu maili
03-11-2021 13-25-21|Blad przy pobieraniu maili
03-11-2021 13-26-32|Blad przy pobieraniu maili
03-11-2021 13-27-32|Blad przy pobieraniu maili
03-11-2021 13-28-32|Blad przy pobieraniu maili
03-11-2021 13-29-43|Blad przy pobieraniu maili
03-11-2021 13-30-54|Blad przy pobieraniu maili
03-11-2021 13-31-54|Blad przy pobieraniu maili
03-11-2021 13-33-05|Blad przy pobieraniu maili
03-11-2021 13-34-05|Blad przy pobieraniu maili
03-11-2021 13-35-05|Blad przy pobieraniu maili
03-11-2021 13-36-05|Blad przy pobieraniu maili
03-11-2021 13-37-05|Blad przy pobieraniu maili
03-11-2021 13-38-05|Blad przy pobieraniu maili
03-11-2021 13-39-16|Blad przy pobieraniu maili
03-11-2021 13-40-16|Blad przy pobieraniu maili
03-11-2021 13-41-17|Blad przy pobieraniu maili
03-11-2021 13-42-17|Blad przy pobieraniu maili
03-11-2021 13-43-17|Blad przy pobieraniu maili
03-11-2021 13-44-17|Blad przy pobieraniu maili
03-11-2021 13-45-28|Blad przy pobieraniu maili
03-11-2021 13-46-39|Blad przy pobieraniu maili
03-11-2021 13-47-50|Blad przy pobieraniu maili
03-11-2021 13-48-50|Blad przy pobieraniu maili
03-11-2021 13-50-01|Blad przy pobieraniu maili
03-11-2021 13-51-12|Blad przy pobieraniu maili
03-11-2021 13-52-12|Blad przy pobieraniu maili
03-11-2021 13-53-12|Blad przy pobieraniu maili
03-11-2021 13-54-23|Blad przy pobieraniu maili
03-11-2021 13-55-23|Blad przy pobieraniu maili
03-11-2021 13-56-23|Blad przy pobieraniu maili
03-11-2021 13-57-23|Blad przy pobieraniu maili
03-11-2021 13-58-34|Blad przy pobieraniu maili
03-11-2021 13-59-45|Blad przy pobieraniu maili
03-11-2021 14-00-56|Blad przy pobieraniu maili
03-11-2021 14-02-08|Blad przy pobieraniu maili
03-11-2021 14-03-19|Blad przy pobieraniu maili
03-11-2021 14-04-19|Blad przy pobieraniu maili
03-11-2021 14-05-30|Blad przy pobieraniu maili
03-11-2021 14-06-30|Blad przy pobieraniu maili
03-11-2021 14-07-41|Blad przy pobieraniu maili
03-11-2021 14-08-41|Blad przy pobieraniu maili
03-11-2021 14-09-52|Blad przy pobieraniu maili
03-11-2021 14-11-03|Blad przy pobieraniu maili
03-11-2021 14-12-03|Blad przy pobieraniu maili
03-11-2021 14-13-14|Blad przy pobieraniu maili
03-11-2021 14-14-14|Blad przy pobieraniu maili
03-11-2021 14-15-14|Blad przy pobieraniu maili
03-11-2021 14-16-14|Blad przy pobieraniu maili
03-11-2021 14-17-14|Blad przy pobieraniu maili
03-11-2021 14-18-25|Blad przy pobieraniu maili
03-11-2021 14-19-36|Blad przy pobieraniu maili
03-11-2021 14-20-47|Blad przy pobieraniu maili
03-11-2021 14-21-58|Blad przy pobieraniu maili
03-11-2021 14-23-09|Blad przy pobieraniu maili
03-11-2021 14-24-09|Blad przy pobieraniu maili
03-11-2021 14-25-09|Blad przy pobieraniu maili
03-11-2021 14-26-09|Blad przy pobieraniu maili
03-11-2021 14-27-09|Blad przy pobieraniu maili
03-11-2021 14-28-09|Blad przy pobieraniu maili
03-11-2021 19-29-35|Blad przy pobieraniu maili
03-11-2021 20-32-26|Blad przy pobieraniu maili
03-11-2021 20-33-26|Blad przy pobieraniu maili
03-11-2021 20-34-26|Blad przy pobieraniu maili
03-11-2021 20-35-26|Blad przy pobieraniu maili
03-11-2021 20-36-26|Blad przy pobieraniu maili
03-11-2021 21-15-51|Blad przy pobieraniu maili
03-11-2021 21-16-51|Blad przy pobieraniu maili
03-11-2021 21-18-03|Blad przy pobieraniu maili
03-11-2021 22-59-24|Blad przy pobieraniu maili
04-11-2021 02-42-01|Blad przy pobieraniu maili
04-11-2021 04-08-28|Blad przy pobieraniu maili
04-11-2021 11-22-43|Nie zweryfikowano: f2126171-3d58-11ec-a803-a9cd87b232fb 2021-11-04 11:22:30+01:00
04-11-2021 11-26-10|Nie zweryfikowano: 2a0a3b21-3d59-11ec-b423-9f835332f5ab 2021-11-04 11:24:45+01:00
04-11-2021 11-59-35|Blad przy pobieraniu maili
04-11-2021 13-55-50|Blad przy pobieraniu maili
04-11-2021 16-46-41|Blad przy pobieraniu maili
04-11-2021 19-11-32|Blad przy pobieraniu maili
04-11-2021 20-31-57|Blad przy pobieraniu maili
05-11-2021 05-39-29|Blad przy pobieraniu maili
05-11-2021 12-27-03|Nie zweryfikowano: f9f8bf61-3e2a-11ec-9163-3b6a1ae10b1c 2021-11-05 12:26:47+01:00
05-11-2021 13-10-50|Nie zweryfikowano: 27333631-3e31-11ec-9f95-cd0f1a490b64 2021-11-05 13:10:15+01:00
05-11-2021 13-13-59|Nie zweryfikowano: 27333631-3e31-11ec-9f95-cd0f1a490b64 2021-11-05 13:13:16+01:00
05-11-2021 13-17-08|Nie zweryfikowano: 27333631-3e31-11ec-9f95-cd0f1a490b64 2021-11-05 13:13:16+01:00
05-11-2021 13-51-24|Nie zweryfikowano: c7fe4a51-3e36-11ec-9f95-cd0f1a490b64 2021-11-05 13:50:23+01:00
05-11-2021 13-55-10|Problem - wszed³em na z³y serwer
05-11-2021 14-04-10|Problem - brak potwierdzenia transferu tc
05-11-2021 14-04-10|Problem - TRANSAKCJA NIE ZOSTA£A ZREALIZOWANA POPRAWNIE
05-11-2021 14-04-13|Blad przy realizacji: 15019 2021-11-05 14:02:50+01:00
05-11-2021 14-06-27|Problem - nie jestem w logging menu
05-11-2021 14-06-29|Blad przy realizacji: 15021 2021-11-05 14:06:07+01:00
05-11-2021 14-11-46|Nie zweryfikowano: 614dcf31-3e39-11ec-90b3-05079d0d0a19 2021-11-05 14:11:14+01:00
05-11-2021 14-12-46|Problem - brak potwierdzenia transferu tc
05-11-2021 14-12-46|Problem - TRANSAKCJA NIE ZOSTA£A ZREALIZOWANA POPRAWNIE
05-11-2021 14-12-49|Blad przy realizacji: 15022 2021-11-05 14:02:50+01:00
05-11-2021 14-14-55|Problem - brak potwierdzenia transferu tc
05-11-2021 14-14-55|Problem - TRANSAKCJA NIE ZOSTA£A ZREALIZOWANA POPRAWNIE
05-11-2021 14-14-58|Blad przy realizacji: 15026 2021-11-05 14:12:46+01:00
05-11-2021 15-09-00|Nie zweryfikowano: 5f5e61a1-3e41-11ec-837e-7f516a350ff4 2021-11-05 15:08:31+01:00
05-11-2021 15-09-03|Nie zweryfikowano: 90df4371-3e41-11ec-b158-79a978906802 2021-11-05 15:07:55+01:00
05-11-2021 15-12-12|Nie zweryfikowano: 03b6d481-3e42-11ec-80d5-67051e545d8c 2021-11-05 15:11:06+01:00
05-11-2021 15-52-23|Problem - brak potwierdzenia transferu tc
05-11-2021 15-52-23|Problem - TRANSAKCJA NIE ZOSTA£A ZREALIZOWANA POPRAWNIE
05-11-2021 15-52-26|Blad przy realizacji: 15042 2021-11-05 15:50:38+01:00
05-11-2021 17-07-25|Nie zweryfikowano: 3bd79fb1-3e52-11ec-9163-3b6a1ae10b1c 2021-11-05 17:06:54+01:00
05-11-2021 17-08-31|Nie zweryfikowano: 70621801-3e52-11ec-80d5-67051e545d8c 2021-11-05 17:08:03+01:00
05-11-2021 17-30-32|Problem - wszed³em na z³y serwer
05-11-2021 18-18-14|Nie zweryfikowano: 093563d1-3e5c-11ec-9e7c-b3b565d67b78 2021-11-05 18:17:56+01:00
05-11-2021 19-29-28|Blad przy pobieraniu maili
05-11-2021 20-22-08|Blad przy pobieraniu maili
05-11-2021 21-58-30|Nie zweryfikowano: e93af491-3e7a-11ec-b158-79a978906802 2021-11-05 21:57:57+01:00
05-11-2021 22-38-49|Blad przy pobieraniu maili
06-11-2021 04-14-45|Nie zweryfikowano: 6cd39fd1-3eaf-11ec-9f95-cd0f1a490b64 2021-11-06 04:13:51+01:00
06-11-2021 07-01-17|Blad przy pobieraniu maili
20-11-2021 13-12-55|Blad przy pobieraniu maili
20-11-2021 13-13-57|Blad przy pobieraniu maili
20-11-2021 13-15-03|Nie zweryfikowano: 8aeb20a1-3ec4-11ec-9f95-cd0f1a490b64 2021-11-20 13:13:05+01:00
20-11-2021 13-15-06|Nie zweryfikowano: 8aeb20a1-3ec4-11ec-9f95-cd0f1a490b64 2021-11-20 11:31:39+01:00
20-11-2021 13-16-12|Blad przy pobieraniu maili
20-11-2021 13-18-18|Nie zweryfikowano: 8aeb20a1-3ec4-11ec-9f95-cd0f1a490b64 2021-11-20 13:16:37+01:00
20-11-2021 13-32-43|Blad przy pobieraniu maili
20-11-2021 13-40-28|Problem - TRANSAKCJA NIE ZOSTA£A ZREALIZOWANA POPRAWNIE
20-11-2021 13-40-31|Blad przy realizacji: 51 2021-11-20 13:38:35+01:00
20-11-2021 13-43-58|Problem - TRANSAKCJA NIE ZOSTA£A ZREALIZOWANA POPRAWNIE
20-11-2021 13-44-01|Blad przy realizacji: 52 2021-11-20 13:38:35+01:00
20-11-2021 13-48-05|Problem - TRANSAKCJA NIE ZOSTA£A ZREALIZOWANA POPRAWNIE
20-11-2021 13-48-08|Blad przy realizacji: 53 2021-11-20 13:38:35+01:00
20-11-2021 13-54-38|Problem - TRANSAKCJA NIE ZOSTA£A ZREALIZOWANA POPRAWNIE
20-11-2021 13-54-41|Blad przy realizacji: 60 2021-11-20 13:38:35+01:00
20-11-2021 13-56-13|Problem - wszed³em na z³y serwer
20-11-2021 14-00-23|Problem - TRANSAKCJA NIE ZOSTA£A ZREALIZOWANA POPRAWNIE
20-11-2021 14-00-26|Blad przy realizacji: 61 2021-11-20 13:38:35+01:00
20-11-2021 14-02-32|Problem - TRANSAKCJA NIE ZOSTA£A ZREALIZOWANA POPRAWNIE
20-11-2021 14-02-35|Blad przy realizacji: 62 2021-11-20 13:38:35+01:00
20-11-2021 14-08-46|Problem - TRANSAKCJA NIE ZOSTA£A ZREALIZOWANA POPRAWNIE
20-11-2021 14-08-49|Blad przy realizacji: 63 2021-11-20 13:38:35+01:00
20-11-2021 14-10-43|Problem - TRANSAKCJA NIE ZOSTA£A ZREALIZOWANA POPRAWNIE
20-11-2021 14-10-46|Blad przy realizacji: 64 2021-11-20 13:38:35+01:00
20-11-2021 15-43-46|Blad przy pobieraniu maili
20-11-2021 17-25-27|Problem - wszed³em na z³y serwer
20-11-2021 17-30-24|Blad przy pobieraniu maili
21-11-2021 00-59-03|Blad przy pobieraniu maili
21-11-2021 10-30-54|Problem - wszed³em na z³y serwer
21-11-2021 10-57-21|Problem - wszed³em na z³y serwer
21-11-2021 10-57-43|Problem - brak dostatecznej ilosc zlota
21-11-2021 10-57-43|Problem - transkacja NIE ZOSTA£A ZREALIZOWANA POPRAWNIE
21-11-2021 10-57-46|Blad przy realizacji: 86 2021-11-21 10:56:01+01:00
21-11-2021 12-20-25|Problem - wszed³em na z³y serwer
21-11-2021 15-26-20|Problem - wszed³em na z³y serwer
21-11-2021 20-57-22|Problem - wszed³em na z³y serwer
22-11-2021 03-52-15|Blad przy pobieraniu maili
22-11-2021 05-33-25|Blad przy pobieraniu maili
22-11-2021 06-13-46|Nie zweryfikowano: cda81931-4b52-11ec-82fd-955b316cbbaf 2021-11-22 06:13:31+01:00
22-11-2021 13-04-16|Blad przy pobieraniu maili
22-11-2021 13-05-26|Blad przy pobieraniu maili
22-11-2021 13-06-36|Blad przy pobieraniu maili
22-11-2021 13-17-13|Blad przy pobieraniu maili
22-11-2021 13-18-23|Blad przy pobieraniu maili
22-11-2021 13-19-23|Blad przy pobieraniu maili
22-11-2021 13-20-34|Blad przy pobieraniu maili
22-11-2021 16-08-52|Blad przy pobieraniu maili
22-11-2021 17-12-41|Problem - wszed³em na z³y serwer
22-11-2021 17-42-05|Problem - wszed³em na z³y serwer
22-11-2021 18-08-22|Problem - wszed³em na z³y serwer
22-11-2021 21-13-49|Problem - wszed³em na z³y serwer
22-11-2021 22-53-28|Nie zweryfikowano: 62b5fe81-4bde-11ec-a25f-dddbcab6d16a 2021-11-22 22:52:24+01:00
22-11-2021 23-10-01|Problem - wszed³em na z³y serwer
23-11-2021 00-14-13|Blad przy pobieraniu maili
23-11-2021 06-40-30|Blad przy pobieraniu maili
23-11-2021 08-19-04|Blad przy pobieraniu maili
23-11-2021 11-55-21|Problem - wszed³em na z³y serwer
23-11-2021 11-55-24|Problem z wejœciem na serwer
23-11-2021 11-55-27|Blad przy realizacji: 156 2021-11-23 11:54:44+01:00
23-11-2021 17-10-53|Problem - wszed³em na z³y serwer
23-11-2021 20-23-34|Blad przy pobieraniu maili
23-11-2021 20-48-11|Problem - wszed³em na z³y serwer
24-11-2021 11-49-38|Nie zweryfikowano: fa21cfc1-4d13-11ec-a039-3f9b2541ef9d 2021-11-24 11:49:13+01:00
24-11-2021 14-01-47|Blad przy pobieraniu maili
24-11-2021 15-42-38|Problem z zalogowaniem
24-11-2021 15-42-41|Blad przy realizacji: 198 2021-11-24 15:41:22+01:00
24-11-2021 16-20-03|Problem - nie jestem w logging menu
24-11-2021 16-20-06|Blad przy realizacji: 201 2021-11-24 16:19:10+01:00
24-11-2021 18-11-04|Blad przy pobieraniu maili
24-11-2021 22-11-30|Blad przy pobieraniu maili
25-11-2021 01-08-32|Blad przy pobieraniu maili
25-11-2021 02-03-18|Blad przy pobieraniu maili
25-11-2021 02-40-33|Blad przy pobieraniu maili
25-11-2021 03-58-05|Blad przy pobieraniu maili
25-11-2021 04-20-52|Blad przy pobieraniu maili
25-11-2021 05-04-14|Blad przy pobieraniu maili
25-11-2021 05-20-50|Blad przy pobieraniu maili
25-11-2021 08-40-47|Blad przy pobieraniu maili
25-11-2021 11-40-51|Blad przy pobieraniu maili
25-11-2021 12-04-44|Blad przy pobieraniu maili
25-11-2021 12-07-55|Blad przy pobieraniu maili
25-11-2021 14-34-12|Blad przy pobieraniu maili
25-11-2021 15-14-30|Blad przy pobieraniu maili
25-11-2021 15-58-58|Blad przy pobieraniu maili
25-11-2021 19-05-28|Blad przy pobieraniu maili
25-11-2021 19-57-22|Nie zweryfikowano: 59715691-4e21-11ec-b541-197798e94d05 2021-11-25 19:57:05+01:00
25-11-2021 20-06-11|Blad przy pobieraniu maili
25-11-2021 23-08-17|Blad przy pobieraniu maili
25-11-2021 23-15-35|Blad przy pobieraniu maili
26-11-2021 00-48-13|Blad przy pobieraniu maili
26-11-2021 01-12-08|Blad przy pobieraniu maili
26-11-2021 01-47-51|Blad przy pobieraniu maili
26-11-2021 01-55-13|Blad przy pobieraniu maili
26-11-2021 05-44-21|Blad przy pobieraniu maili
26-11-2021 11-15-04|Blad przy pobieraniu maili
26-11-2021 11-29-45|Nie zweryfikowano: 85d6ded1-4ea3-11ec-95b4-ef38f2fbdb9b 2021-11-26 11:29:20+01:00
26-11-2021 12-55-47|Blad przy pobieraniu maili
26-11-2021 14-40-25|Blad przy pobieraniu maili
26-11-2021 14-52-55|Nie zweryfikowano: 00927b91-4ec0-11ec-aeb2-77064bfe9e08 2021-11-26 14:52:28+01:00
26-11-2021 16-24-41|Blad przy pobieraniu maili
26-11-2021 16-34-35|Problem - wszed³em na z³y serwer
26-11-2021 16-34-58|Problem - brak dostatecznej ilosc zlota
26-11-2021 16-34-58|Problem - transkacja NIE ZOSTA£A ZREALIZOWANA POPRAWNIE
26-11-2021 16-35-01|Blad przy realizacji: 270 2021-11-26 16:33:38+01:00
26-11-2021 16-41-22|Nie zweryfikowano: 018198b1-4ecf-11ec-b35e-ff3236f25386 2021-11-26 16:40:51+01:00
26-11-2021 17-37-53|Problem - wszed³em na z³y serwer
26-11-2021 17-53-52|Blad przy pobieraniu maili
26-11-2021 18-32-00|Blad przy pobieraniu maili
26-11-2021 18-33-05|Blad przy pobieraniu maili
26-11-2021 18-52-56|Blad przy pobieraniu maili
26-11-2021 21-48-59|Blad przy pobieraniu maili
26-11-2021 21-50-04|Blad przy pobieraniu maili
26-11-2021 22-04-58|Blad przy pobieraniu maili
26-11-2021 22-51-26|Blad przy pobieraniu maili
26-11-2021 22-53-34|Blad przy pobieraniu maili
27-11-2021 04-06-43|Blad przy pobieraniu maili
